alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
status_not_validated:blocked_missing_raw_first_market_data;legacy_train_val_mdd_gate_failed;train_trade_count_below_min;val_trade_count_below_min;val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,XAU/USDT:train_raw_first_incomplete;XAU/USDT:val_raw_first_incomplete;XAG/USDT:train_raw_first_incomplete;XAG/USDT:val_raw_first_incomplete;XPT/USDT:train_raw_first_incomplete;XPT/USDT:val_raw_first_incomplete;XPD/USDT:train_raw_first_incomplete;XPD/USDT:val_raw_first_incomplete,0.0,False,profit_moonshot_precious_metal_pair_aggressive_mode,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,alpha,,blocked_missing_raw_first_market_data,"XAU/USDT,XAG/USDT,XPT/USDT,XPD/USDT",0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
