alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
,,0.0,False,profit_moonshot_filtered_shock_reversion_diversified_mode,1.307904949676697e-05,0.0009025877998081197,0.014490611882353642,10.353342507321567,0.014267229916707036,0.014228420401172353,0.004849223558702764,0.0009482211097126162,True,alpha,11.437740928677277,live_equivalent_validated,"ETH/USDT,SOL/USDT",3.1256164121362673e-06,0.0001138011519278324,10065.262334060193,0,0.027465595551426344,10.023899492897966,0.004041960531262683,0.004081116002005728,0.0065253724060194696,1157,0.0008660636624676994,2.5437348654122616e-06,0.00019005223060607787,10008.580270745795,0,0.01338439889550506,9.633439019955643,0.002959808400867562,0.002879081848444251,0.0008578980745794773,182,0.0010432756803100155
