alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,profit_moonshot_derivatives_taker_flow_mode,-1.6486743359411804e-07,-1.4284884984105034e-05,0.011541390342139125,9.529575005324906,0.00013584228724878637,8.481210436043823e-05,-5.934921129879811e-05,0.0007259439493905879,False,alpha,10.520547390619742,live_equivalent_validated,"BTC/USDT,ETH/USDT,SOL/USDT",-6.849072814341106e-06,-0.0004529008986466275,9858.191591359597,0,0.015122674374918923,6.898451433060016,-0.016884556904703835,-0.009061947155907173,-0.014180840864040367,2213,0.00040088382773908,-3.863434648643249e-06,-0.0011540195780024307,9986.984078815347,0,0.0033478068503228734,9.27882613266894,-0.04345888895286071,-0.035350608686069575,-0.0013015921184652557,469,8.880803893788271e-05
