alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
,,0.0,False,profit_moonshot_leadlag_slow_diffusion_mode,6.12868966065605e-06,0.0006070626993599792,0.010095645255617703,10.0654776002753,0.01112664133991498,0.014112314200776783,0.002208708487563049,0.0005651633379474368,True,alpha,12.96471842249209,live_equivalent_validated,"BTC/USDT,ETH/USDT",1.4767949819027848e-05,0.0001617479679754174,10312.765352275144,0,0.09130222780463179,11.568111279379888,0.006797828179471699,0.006916989401422137,0.031274183227514296,176,0.0027131155876595637,2.0200882644427764e-05,0.0016031702194711406,10068.49060830639,0,0.01260058501529033,10.882458392203711,0.02829260456497342,0.02853711998689675,0.006833193830638962,40,0.0007232355221644315
