alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
,,0.0,False,profit_moonshot_adaptive_momentum_130_mode,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,alpha,10.191932255464422,live_equivalent_validated,"BTC/USDT,ETH/USDT,BNB/USDT,SOL/USDT,TRX/USDT",-1.1680729899876674e-05,-7.451205558094228e-05,9759.364751408639,0,0.15676295344164706,-0.2041968474050658,0.006028144765040079,0.0064350795760198184,-0.024063860859136144,360,0.013852611969286612,9.83470377891038e-06,0.0009258873556303189,10033.283080066694,0,0.010621922547171175,10.228687687997335,0.011466575559780947,0.01116496239437976,0.0033209910066693826,53,0.0008924051270461311
