alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_equity_breach_count,oos_equity_breach_observed,oos_final_equity,oos_liquidation_count,oos_max_drawdown,oos_min_equity,oos_raw_final_equity,oos_raw_max_drawdown,oos_raw_total_return,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_trade_count,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_equity_breach_count,train_equity_breach_observed,train_final_equity,train_liquidation_count,train_max_drawdown,train_min_equity,train_raw_final_equity,train_raw_max_drawdown,train_raw_total_return,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_equity_breach_count,val_equity_breach_observed,val_final_equity,val_liquidation_count,val_max_drawdown,val_min_equity,val_raw_final_equity,val_raw_max_drawdown,val_raw_total_return,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
oos_return_not_above_0.8284pct_incumbent;oos_mdd_not_below_funding_guard_shadow;oos_sharpe_not_above_1.0_success_target;liquidation_observed,,0.0,False,profit_moonshot_hourly_shock_reversion_eth_12h_funding_taker_flow_guard_mode,4.751485389364873e-06,0.00215553012079833,0.0,False,10017.571134855612,0,0.002204323355780849,9999.82913095898,10017.589494855612,0.002204323355780849,0.001758949485561212,10.591810299792323,0.04347587233534467,0.04829942270793199,0.001758949485561212,34,0.00010942762147905987,False,alpha,13.284949164161107,live_equivalent_validated,ETH/USDT,-1.086980698339346e-06,-3.5923796186190004e-05,0.0,False,9977.388580304705,1,0.03025795750275435,9965.64863437092,9977.406430304705,0.03025795750275435,-0.0022593569695295024,8.38485596567448,-0.0031742344272710195,-0.0035780201575332884,-0.0022593569695295024,228,0.00032572642944853785,2.140602853017981e-05,0.006619202754904549,0.0,False,10072.495418548966,0,0.003233928514173229,9986.186639064368,10072.422318548966,0.003233928514173229,0.007242231854896586,11.7756750903397,0.0784684945550294,0.08717366666110087,0.007242231854896586,38,0.00027327067377613253
