alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
train_trade_count_below_min;val_trade_count_below_min;val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,profit_moonshot_taker_flow_exhaustion_eth_mode,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,False,alpha,11.839278752565672,live_equivalent_validated,ETH/USDT,4.2755932350146963e-08,0.0008902586022641279,10000.889753189327,0,4.8026418662407765e-05,10.218215292031507,0.026952421993404724,0.0024000807589889804,8.897531893281574e-05,4,1.5863950880071876e-06,0.0,0.0,10000.0,0,0.0,10.0,0.0,0.0,0.0,0,0.0
