timestamp_utc,batch_id,status,timeframes,evaluated_count,promoted_count,summary_path,details_path,rss_log_path,fail_analysis_path,memory_evidence_path,notes
2026-03-16T09:40:06.485025+00:00,1h,failed,1h,0,0,/home/hoky/Quants-agent/LuminaQuant/.omx/team/continue-the-autonomous-portfo/worktrees/worker-1/var/reports/exact_window_backtests/exact_window_suite_summary_latest.json,/home/hoky/Quants-agent/LuminaQuant/.omx/team/continue-the-autonomous-portfo/worktrees/worker-1/var/reports/exact_window_backtests/exact_window_candidate_details_latest.json,/home/hoky/Quants-agent/LuminaQuant/.omx/team/continue-the-autonomous-portfo/worktrees/worker-1/var/reports/exact_window_backtests/exact_window_rss_latest.jsonl,/home/hoky/Quants-agent/LuminaQuant/.omx/team/continue-the-autonomous-portfo/worktrees/worker-1/var/reports/exact_window_backtests/exact_window_fail_analysis_latest.json,/home/hoky/Quants-agent/LuminaQuant/.omx/team/continue-the-autonomous-portfo/worktrees/worker-1/var/reports/exact_window_backtests/exact_window_memory_evidence_latest.json,No symbol has full coverage from train start through the requested window.
