alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,profit_moonshot_taker_flow_exhaustion_eth_slow_momentum_mode,-1.3710030887237323e-06,-0.001304357174757165,0.001051094834494988,9.556353781967369,-0.03630438213258195,-0.035671862509068904,-0.0005069579672050128,3.774452638056362e-05,False,alpha,9.826399792021144,live_equivalent_validated,ETH/USDT,-1.1651785425392802e-06,-0.00015781843735349836,9975.783008186461,0,0.007383031805906116,9.20595233812256,-0.01074079310770599,-0.011639095226375113,-0.0024216991813538202,103,0.00010793930578607751,-9.537544106263951e-06,-0.0029466551301616127,9967.899358848115,0,0.003236735785141186,8.169328371159084,-0.13500262977519106,-0.12285251792545365,-0.003210064115188427,18,7.062895911455248e-05
