datetime,cash,commission,funding,total,BTC/USDT,benchmark_price,returns,benchmark_returns,equity_curve_norm
2026-02-15T00:00:00.000000,10000.0,0.0,0.0,10000.0,0.0,0.0,,,1.0
2026-02-15T00:01:00.000000,10000.0,0.0,0.0,10000.0,0.0,69759.2,0.0,inf,1.0
2026-02-15T00:02:00.000000,10000.0,0.0,0.0,10000.0,0.0,69762.1,0.0,0.000041571577655832224,1.0
2026-02-15T00:03:00.000000,10000.0,0.0,0.0,10000.0,0.0,69767.8,0.0,0.00008170625597562414,1.0
2026-02-15T00:04:00.000000,10000.0,0.0,0.0,10000.0,0.0,69778.9,0.0,0.00015909918329073397,1.0
2026-02-15T00:05:00.000000,10000.0,0.0,0.0,10000.0,0.0,69778.9,0.0,0.0,1.0
2026-02-15T00:06:00.000000,10000.0,0.0,0.0,10000.0,0.0,69778.9,0.0,0.0,1.0
2026-02-15T00:07:00.000000,10000.0,0.0,0.0,10000.0,0.0,69799.3,0.0,0.0002923519860589481,1.0
2026-02-15T00:08:00.000000,10000.0,0.0,0.0,10000.0,0.0,69755.1,0.0,-0.00063324417293579,1.0
2026-02-15T00:09:00.000000,10000.0,0.0,0.0,10000.0,0.0,69755.1,0.0,0.0,1.0
2026-02-15T00:10:00.000000,10000.0,0.0,0.0,10000.0,0.0,69777.9,0.0,0.00032685782114839424,1.0
2026-02-15T00:11:00.000000,10000.0,0.0,0.0,10000.0,0.0,69750.8,0.0,-0.0003883751159033343,1.0
2026-02-15T00:12:00.000000,10000.0,0.0,0.0,10000.0,0.0,69691.2,0.0,-0.0008544704863600965,1.0
2026-02-15T00:13:00.000000,10000.0,0.0,0.0,10000.0,0.0,69681.9,0.0,-0.00013344582960263149,1.0
2026-02-15T00:14:00.000000,10000.0,0.0,0.0,10000.0,0.0,69674.3,0.0,-0.00010906706045603333,1.0
2026-02-15T00:15:00.000000,10000.0,0.0,0.0,10000.0,0.0,69689.2,0.0,0.00021385216643718242,1.0
2026-02-15T00:16:00.000000,10000.0,0.0,0.0,10000.0,0.0,69695.0,0.0,0.00008322666926873763,1.0
2026-02-15T00:17:00.000000,10000.0,0.0,0.0,10000.0,0.0,69619.3,0.0,-0.0010861611306406068,1.0
2026-02-15T00:18:00.000000,10000.0,0.0,0.0,10000.0,0.0,69650.3,0.0,0.00044527882354462053,1.0
2026-02-15T00:19:00.000000,10000.0,0.0,0.0,10000.0,0.0,69701.9,0.0,0.0007408439016054671,1.0
2026-02-15T00:20:00.000000,10000.0,0.0,0.0,10000.0,0.0,69713.1,0.0,0.00016068428550744876,1.0
2026-02-15T00:21:00.000000,10000.0,0.0,0.0,10000.0,0.0,69725.0,0.0,0.00017069962460418742,1.0
2026-02-15T00:22:00.000000,10000.0,0.0,0.0,10000.0,0.0,69700.1,0.0,-0.00035711724632476414,1.0
2026-02-15T00:23:00.000000,10000.0,0.0,0.0,10000.0,0.0,69661.9,0.0,-0.0005480623413741392,1.0
2026-02-15T00:24:00.000000,10000.0,0.0,0.0,10000.0,0.0,69632.5,0.0,-0.0004220384456926122,1.0
2026-02-15T00:25:00.000000,10000.0,0.0,0.0,10000.0,0.0,69648.2,0.0,0.00022546942878680343,1.0
2026-02-15T00:26:00.000000,10000.0,0.0,0.0,10000.0,0.0,69630.3,0.0,-0.00025700592405825535,1.0
2026-02-15T00:27:00.000000,10000.0,0.0,0.0,10000.0,0.0,69636.6,0.0,0.000090477852314336,1.0
2026-02-15T00:28:00.000000,10000.0,0.0,0.0,10000.0,0.0,69640.2,0.0,0.000051696952464526826,1.0
2026-02-15T00:29:00.000000,10000.0,0.0,0.0,10000.0,0.0,69640.2,0.0,0.0,1.0
2026-02-15T00:30:00.000000,10000.0,0.0,0.0,10000.0,0.0,69664.0,0.0,0.00034175662907347926,1.0
2026-02-15T00:31:00.000000,10000.0,0.0,0.0,10000.0,0.0,69703.4,0.0,0.0005655718879190712,1.0
2026-02-15T00:32:00.000000,10000.0,0.0,0.0,10000.0,0.0,69703.6,0.0,2.86930049339977e-6,1.0
2026-02-15T00:33:00.000000,10000.0,0.0,0.0,10000.0,0.0,69711.6,0.0,0.00011477169041484227,1.0
2026-02-15T00:34:00.000000,10000.0,0.0,0.0,10000.0,0.0,69698.0,0.0,-0.0001950894829555744,1.0
2026-02-15T00:35:00.000000,10000.0,0.0,0.0,10000.0,0.0,69650.2,0.0,-0.000685815948807755,1.0
2026-02-15T00:36:00.000000,10000.0,0.0,0.0,10000.0,0.0,69644.6,0.0,-0.00008040177917638814,1.0
2026-02-15T00:37:00.000000,10000.0,0.0,0.0,10000.0,0.0,69625.6,0.0,-0.000272813685483153,1.0
2026-02-15T00:38:00.000000,10000.0,0.0,0.0,10000.0,0.0,69640.1,0.0,0.0002082567331556209,1.0
2026-02-15T00:39:00.000000,10000.0,0.0,0.0,10000.0,0.0,69620.1,0.0,-0.00028719085699187676,1.0
2026-02-15T00:40:00.000000,10000.0,0.0,0.0,10000.0,0.0,69630.0,0.0,0.00014220031284060462,1.0
2026-02-15T00:41:00.000000,10000.0,0.0,0.0,10000.0,0.0,69644.6,0.0,0.00020967973574617004,1.0
2026-02-15T00:42:00.000000,10000.0,0.0,0.0,10000.0,0.0,69640.1,0.0,-0.00006461376761443098,1.0
2026-02-15T00:43:00.000000,10000.0,0.0,0.0,10000.0,0.0,69622.6,0.0,-0.0002512919998678922,1.0
2026-02-15T00:44:00.000000,10000.0,0.0,0.0,10000.0,0.0,69613.2,0.0,-0.0001350136306315583,1.0
2026-02-15T00:45:00.000000,10000.0,0.0,0.0,10000.0,0.0,69645.0,0.0,0.0004568099153609217,1.0
2026-02-15T00:46:00.000000,10000.0,0.0,0.0,10000.0,0.0,69635.0,0.0,-0.00014358532557972575,1.0
2026-02-15T00:47:00.000000,10000.0,0.0,0.0,10000.0,0.0,69645.5,0.0,0.0001507862425504416,1.0
2026-02-15T00:48:00.000000,10000.0,0.0,0.0,10000.0,0.0,69608.5,0.0,-0.0005312618905744089,1.0
2026-02-15T00:49:00.000000,10000.0,0.0,0.0,10000.0,0.0,69623.0,0.0,0.00020830789343255493,1.0
2026-02-15T00:50:00.000000,10000.0,0.0,0.0,10000.0,0.0,69639.0,0.0,0.0002298091148040159,1.0
2026-02-15T00:51:00.000000,10000.0,0.0,0.0,10000.0,0.0,69635.9,0.0,-0.00004451528597489655,1.0
2026-02-15T00:52:00.000000,10000.0,0.0,0.0,10000.0,0.0,69645.7,0.0,0.00014073200748468694,1.0
2026-02-15T00:53:00.000000,10000.0,0.0,0.0,10000.0,0.0,69686.7,0.0,0.0005886939179303245,1.0
2026-02-15T00:54:00.000000,10000.0,0.0,0.0,10000.0,0.0,69693.5,0.0,0.00009757959553261829,1.0
2026-02-15T00:55:00.000000,10000.0,0.0,0.0,10000.0,0.0,69700.0,0.0,0.00009326551256573425,1.0
2026-02-15T00:56:00.000000,10000.0,0.0,0.0,10000.0,0.0,69700.0,0.0,0.0,1.0
2026-02-15T00:57:00.000000,10000.0,0.0,0.0,10000.0,0.0,69752.5,0.0,0.0007532281205164993,1.0
2026-02-15T00:58:00.000000,10000.0,0.0,0.0,10000.0,0.0,69760.0,0.0,0.00010752302784846421,1.0
2026-02-15T00:59:00.000000,10000.0,0.0,0.0,10000.0,0.0,69760.0,0.0,0.0,1.0
2026-02-15T01:00:00.000000,10000.0,0.0,0.0,10000.0,0.0,69764.1,0.0,0.00005877293577989995,1.0
2026-02-15T01:01:00.000000,10000.0,0.0,0.0,10000.0,0.0,69776.0,0.0,0.00017057483720128516,1.0
2026-02-15T01:02:00.000000,10000.0,0.0,0.0,10000.0,0.0,69782.6,0.0,0.00009458839715669888,1.0
2026-02-15T01:03:00.000000,10000.0,0.0,0.0,10000.0,0.0,69782.6,0.0,0.0,1.0
2026-02-15T01:04:00.000000,10000.0,0.0,0.0,10000.0,0.0,69782.2,0.0,-5.73208794181832e-6,1.0
2026-02-15T01:05:00.000000,10000.0,0.0,0.0,10000.0,0.0,69800.3,0.0,0.0002593784661418789,1.0
2026-02-15T01:06:00.000000,10000.0,0.0,0.0,10000.0,0.0,69822.3,0.0,0.00031518489175547956,1.0
2026-02-15T01:07:00.000000,10000.0,0.0,0.0,10000.0,0.0,69830.6,0.0,0.00011887319667216506,1.0
2026-02-15T01:08:00.000000,10000.0,0.0,0.0,10000.0,0.0,69834.7,0.0,0.000058713515278277266,1.0
2026-02-15T01:09:00.000000,10000.0,0.0,0.0,10000.0,0.0,69837.5,0.0,0.00004009468072466711,1.0
2026-02-15T01:10:00.000000,10000.0,0.0,0.0,10000.0,0.0,69840.1,0.0,0.000037229282262478194,1.0
2026-02-15T01:11:00.000000,10000.0,0.0,0.0,10000.0,0.0,69839.9,0.0,-2.863684330515585e-6,1.0
2026-02-15T01:12:00.000000,10000.0,0.0,0.0,10000.0,0.0,69843.4,0.0,0.000050114619293555695,1.0
2026-02-15T01:13:00.000000,10000.0,0.0,0.0,10000.0,0.0,69834.0,0.0,-0.00013458680419329785,1.0
2026-02-15T01:14:00.000000,10000.0,0.0,0.0,10000.0,0.0,69827.0,0.0,-0.00010023770656127388,1.0
2026-02-15T01:15:00.000000,10000.0,0.0,0.0,10000.0,0.0,69837.2,0.0,0.00014607530038519611,1.0
2026-02-15T01:16:00.000000,10000.0,0.0,0.0,10000.0,0.0,69846.0,0.0,0.00012600734279156253,1.0
2026-02-15T01:17:00.000000,10000.0,0.0,0.0,10000.0,0.0,69826.3,0.0,-0.00028204907940321695,1.0
2026-02-15T01:18:00.000000,10000.0,0.0,0.0,10000.0,0.0,69833.4,0.0,0.00010168088528235448,1.0
2026-02-15T01:19:00.000000,10000.0,0.0,0.0,10000.0,0.0,69823.8,0.0,-0.00013747003582800308,1.0
2026-02-15T01:20:00.000000,10000.0,0.0,0.0,10000.0,0.0,69636.8,0.0,-0.0026781699076819077,1.0
2026-02-15T01:21:00.000000,10000.0,0.0,0.0,10000.0,0.0,69577.5,0.0,-0.0008515612434805003,1.0
2026-02-15T01:22:00.000000,10000.0,0.0,0.0,10000.0,0.0,69582.4,0.0,0.00007042506557427587,1.0
2026-02-15T01:23:00.000000,10000.0,0.0,0.0,10000.0,0.0,69571.1,0.0,-0.00016239738784503495,1.0
2026-02-15T01:24:00.000000,10000.0,0.0,0.0,10000.0,0.0,69536.2,0.0,-0.0005016450796380786,1.0
2026-02-15T01:25:00.000000,10000.0,0.0,0.0,10000.0,0.0,69589.0,0.0,0.0007593167299910394,1.0
2026-02-15T01:26:00.000000,10000.0,0.0,0.0,10000.0,0.0,69541.4,0.0,-0.0006840161519781261,1.0
2026-02-15T01:27:00.000000,10000.0,0.0,0.0,10000.0,0.0,69602.9,0.0,0.0008843652845643028,1.0
2026-02-15T01:28:00.000000,10000.0,0.0,0.0,10000.0,0.0,69576.8,0.0,-0.0003749843756508891,1.0
2026-02-15T01:29:00.000000,10000.0,0.0,0.0,10000.0,0.0,69494.7,0.0,-0.00117999103149334,1.0
2026-02-15T01:30:00.000000,10000.0,0.0,0.0,10000.0,0.0,69515.9,0.0,0.00030505923473296657,1.0
2026-02-15T01:31:00.000000,10000.0,0.0,0.0,10000.0,0.0,69542.6,0.0,0.00038408479211247563,1.0
2026-02-15T01:32:00.000000,10000.0,0.0,0.0,10000.0,0.0,69561.9,0.0,0.00027752773120344015,1.0
2026-02-15T01:33:00.000000,10000.0,0.0,0.0,10000.0,0.0,69526.6,0.0,-0.0005074616995796314,1.0
2026-02-15T01:34:00.000000,10000.0,0.0,0.0,10000.0,0.0,69519.8,0.0,-0.00009780429360853126,1.0
2026-02-15T01:35:00.000000,10000.0,0.0,0.0,10000.0,0.0,69517.9,0.0,-0.000027330343298006194,1.0
2026-02-15T01:36:00.000000,10000.0,0.0,0.0,10000.0,0.0,69458.5,0.0,-0.0008544561904199377,1.0
2026-02-15T01:37:00.000000,10000.0,0.0,0.0,10000.0,0.0,69510.0,0.0,0.0007414499305340599,1.0
2026-02-15T01:38:00.000000,10000.0,0.0,0.0,10000.0,0.0,69585.1,0.0,0.0010804200834413152,1.0
