alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
,,0.0,False,profit_moonshot_hourly_shock_reversion_eth_12h_dense_mode,1.2683255037782004e-05,0.007606046769014058,0.001667522620219976,11.43042352873875,0.07853349461421114,0.09861851034713494,0.004702083645554245,0.0001616665955551285,True,alpha,13.294985234689584,live_equivalent_validated,ETH/USDT,2.4459217324857008e-06,9.652075971254619e-05,10051.017311149535,0,0.025340887698874683,9.894317069678513,0.006417306351014732,0.007663560125867508,0.005102718114953442,261,0.00039318950045162134,1.8715545704761638e-05,0.004275484643138228,10063.326300367247,0,0.004377409175074087,11.514008162147451,0.07101436989195989,0.08106914051384081,0.006329104036724598,48,0.00026403428143496064
