alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
train_total_return_below_floor;val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,derivatives_flow_squeeze_mode,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,False,alpha,6.765956103217123,live_equivalent_validated,"BTC/USDT,ETH/USDT,BNB/USDT,SOL/USDT,TRX/USDT",-4.574955007696779e-05,-0.00048619328395221184,9090.056742148354,0,0.09409745380494507,-7.9385883100464545,-0.021023562242067566,-0.018691716417483357,-0.09099468378516451,9382,0.0020739116173244176,-1.6570128412829455e-05,-0.0008574982018928787,9944.293559560143,0,0.019323805433354654,8.194901999025484,-0.012084293944808604,-0.01056696301591784,-0.005570644043985662,1522,0.0013011816961553879
