alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
status_not_validated:ready_for_live_equivalent_backtest;legacy_train_val_mdd_gate_failed;train_trade_count_below_min;val_trade_count_below_min;val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,profit_moonshot_momentum_hybrid_safe_mode,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,False,alpha,,ready_for_live_equivalent_backtest,"BTC/USDT,ETH/USDT,BNB/USDT,SOL/USDT,TRX/USDT",0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0,0.0
