candidate_id,base_mode,variant,cadence_bars,overrides,definition_hash,changed_components,native_cadences,weighted_gross_exposure,weighted_target_allocation,max_order_value_sum,full_gate_pass,full_gate_reasons,train_status,train_trade_count,train_liquidation_count,train_wall_seconds,train_final_equity,train_total_return,train_cagr,train_sharpe,train_sortino,train_calmar,train_max_drawdown,train_volatility,train_raw_total_return,train_raw_max_drawdown,train_min_equity,train_raw_final_equity,train_equity_breach_count,train_equity_breach_observed,val_status,val_trade_count,val_liquidation_count,val_wall_seconds,val_final_equity,val_total_return,val_cagr,val_sharpe,val_sortino,val_calmar,val_max_drawdown,val_volatility,val_raw_total_return,val_raw_max_drawdown,val_min_equity,val_raw_final_equity,val_equity_breach_count,val_equity_breach_observed,oos_status,oos_trade_count,oos_liquidation_count,oos_wall_seconds,oos_final_equity,oos_total_return,oos_cagr,oos_sharpe,oos_sortino,oos_calmar,oos_max_drawdown,oos_volatility,oos_raw_total_return,oos_raw_max_drawdown,oos_min_equity,oos_raw_final_equity,oos_equity_breach_count,oos_equity_breach_observed
profit_moonshot_adaptive_momentum_boost_mode__cadence_1b,profit_moonshot_adaptive_momentum_boost_mode,cadence_1b,1,{'profit_reboot_adaptive_momentum_boost': {'rebalance_bars': 1}},78e1a9079f1762b519a9adac520ebea6064e48c529123f3291a300b2f675f0b2,1,[72],0.0075,0.0,300.0,False,train_total_return_not_positive;oos_return_not_above_0.8284pct_incumbent;oos_mdd_not_below_funding_guard_shadow;oos_sharpe_not_above_1.0_success_target;train_equity_breach_observed;train_liquidation_observed,completed,2606,5,1352.3215640349954,-1159.4279708010554,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.1158936570801055,1.757880422159876,0.0,-1159.4279708010554,0.0,True,completed,661,0,198.92284824000126,11259.717898974915,0.12574345689749178,0.000351398366844613,0.031136228116046705,0.03390835959125374,0.0013575102927108754,0.258855029484078,0.014803669506170325,0.12574345689749178,0.258855029484078,0.0,11259.717898974915,0.0,False,completed,374,0,221.13955763299964,9905.811118794707,-0.009618904120529237,-2.6023178181233675e-05,0.0120102809288089,0.014639170599858734,-7.885269536685558e-05,0.33002268419821307,0.02728007698750896,-0.009618904120529237,0.33002268419821307,0.0,9905.811118794707,0.0,False
