alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
val_total_return_not_positive;val_sharpe_not_positive;val_sortino_not_positive,,0.0,False,profit_moonshot_adaptive_momentum_volume_guard_mode,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,False,alpha,10.997267106879358,live_equivalent_validated,"BTC/USDT,ETH/USDT,BNB/USDT,SOL/USDT,TRX/USDT",-2.4555942317316948e-06,-0.0002099585482251589,9948.92398313808,0,0.011695614455755919,8.600655060977589,-0.010376402199413123,-0.002095682160479783,-0.005107601686191954,825,0.0002340133436727415,-1.4382868297468931e-06,-0.001581865971264532,9995.152375928508,0,0.0009092343193887263,9.449149195903392,-0.05540887248909558,-0.01428106812686559,-0.00048476240714911967,122,2.5951640173879486e-05
