timestamp_utc,batch_id,status,timeframes,evaluated_count,promoted_count,summary_path,details_path,rss_log_path,fail_analysis_path,memory_evidence_path,notes
2026-03-09T14:03:41.778802+00:00,30m-4h,completed,"30m,4h",49,0,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_suite_summary_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_candidate_details_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_rss_latest.jsonl,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_fail_analysis_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_memory_evidence_latest.json,
