alpha_blocking_reasons,blocking_reasons,cash_weight,fallback_eligible,mode,oos_cagr,oos_calmar,oos_final_equity,oos_liquidation_count,oos_max_drawdown,oos_scaled_score_report_only,oos_sharpe,oos_sortino,oos_total_return,oos_trade_count,oos_volatility,selection_eligible,selection_role,selection_score,status,symbols,train_cagr,train_calmar,train_final_equity,train_liquidation_count,train_max_drawdown,train_scaled_score,train_sharpe,train_sortino,train_total_return,train_trade_count,train_volatility,val_cagr,val_calmar,val_final_equity,val_liquidation_count,val_max_drawdown,val_scaled_score,val_sharpe,val_sortino,val_total_return,val_trade_count,val_volatility
oos_return_not_above_0.8284pct_incumbent;oos_mdd_not_below_funding_guard_shadow;oos_sharpe_not_above_1.0_success_target,,0.0,False,profit_moonshot_hourly_shock_reversion_eth_12h_taker_flow_guard_mode,1.5827009157698413e-05,0.004940992511369399,10058.784757109475,0,0.0032032044414720125,11.487915771090073,0.07068826093340334,0.08549034804036248,0.005870978710947661,35,0.00022425263364256765,False,alpha,13.823550393539414,live_equivalent_validated,ETH/USDT,1.2275173677522844e-07,3.203777265792785e-06,10002.50533258496,0,0.038314691250814256,8.514625632615997,0.0005181245232513319,0.0005989868354089933,0.0002554682584958723,236,0.0006695887220813254,2.473530533375623e-05,0.012206172516582311,10083.752397851078,0,0.0020264587691311803,12.290917779668534,0.10970097937305354,0.12207726133826421,0.008373304785107782,37,0.000225708765731858
