datetime,open,high,low,close,volume
2025-01-01T00:27:00.000,93709.3,93709.3,93698.1,93701.7,18.983
2025-01-01T00:28:00.000,93701.7,93720.0,93701.7,93709.2,21.104
2025-01-01T00:29:00.000,93709.3,93744.3,93709.2,93743.3,27.24
2025-01-01T00:30:00.000,93743.4,93782.4,93743.3,93778.4,57.438
2025-01-01T00:31:00.000,93778.3,93860.0,93778.3,93827.9,172.59
2025-01-01T00:32:00.000,93827.8,93948.7,93827.8,93912.6,145.176
2025-01-01T00:33:00.000,93912.5,93919.5,93868.8,93868.9,254.743
2025-01-01T00:34:00.000,93868.8,93880.2,93865.6,93867.8,34.51
2025-01-01T00:35:00.000,93867.8,93878.7,93846.1,93860.8,68.121
2025-01-01T00:36:00.000,93860.9,93860.9,93820.6,93840.9,29.862
2025-01-01T00:37:00.000,93841.0,93856.0,93810.0,93818.9,40.914
2025-01-01T00:38:00.000,93819.0,93901.2,93818.9,93901.1,106.931
2025-01-01T00:39:00.000,93901.2,93910.0,93856.5,93893.1,37.852
2025-01-01T00:40:00.000,93893.0,93939.7,93868.8,93910.6,99.419
2025-01-01T00:41:00.000,93910.6,93910.6,93866.0,93866.1,43.2
2025-01-01T00:42:00.000,93866.0,93893.6,93860.8,93874.9,30.07
2025-01-01T00:43:00.000,93874.9,93906.8,93874.8,93880.4,41.142
2025-01-01T00:44:00.000,93880.4,93888.9,93856.1,93857.1,19.93
2025-01-01T00:45:00.000,93857.1,93857.1,93836.6,93836.6,30.954
2025-01-01T00:46:00.000,93836.6,93879.5,93834.8,93870.0,35.427
2025-01-01T00:47:00.000,93870.1,93937.0,93866.1,93929.8,76.472
2025-01-01T00:48:00.000,93929.7,93950.0,93929.7,93949.9,39.471
2025-01-01T00:49:00.000,93949.9,93957.8,93949.9,93951.7,31.614
2025-01-01T00:50:00.000,93951.6,94088.4,93933.6,94055.6,435.39
2025-01-01T00:51:00.000,94055.6,94127.5,94043.0,94127.5,156.155
2025-01-01T00:52:00.000,94127.5,94135.7,94104.8,94121.6,142.401
2025-01-01T00:53:00.000,94121.5,94178.4,94100.0,94171.1,122.526
2025-01-01T00:54:00.000,94171.1,94294.3,94164.9,94223.5,413.24
2025-01-01T00:55:00.000,94223.5,94223.6,94186.7,94186.7,131.92
2025-01-01T00:56:00.000,94186.7,94196.5,94177.6,94190.7,72.133
2025-01-01T00:57:00.000,94190.7,94299.0,94180.8,94296.9,109.85
2025-01-01T00:58:00.000,94297.0,94447.7,94257.0,94439.5,518.73
2025-01-01T00:59:00.000,94439.4,94449.2,94325.9,94363.6,184.974
2025-01-01T01:00:00.000,94363.6,94363.7,94213.8,94235.9,177.726
2025-01-01T01:01:00.000,94235.9,94236.0,94172.0,94178.2,124.871
2025-01-01T01:02:00.000,94178.2,94178.3,94138.8,94138.8,86.996
2025-01-01T01:03:00.000,94138.8,94159.1,94098.0,94098.0,126.463
2025-01-01T01:04:00.000,94098.0,94098.1,94062.8,94081.6,84.11
2025-01-01T01:05:00.000,94081.6,94081.6,93882.7,93901.2,387.141
2025-01-01T01:06:00.000,93901.2,93942.0,93900.5,93916.2,119.846
2025-01-01T01:07:00.000,93916.1,93959.3,93910.0,93956.2,51.695
2025-01-01T01:08:00.000,93956.2,93966.4,93943.5,93966.4,41.894
2025-01-01T01:09:00.000,93966.3,94050.8,93930.8,94040.8,97.121
2025-01-01T01:10:00.000,94040.9,94091.0,94037.2,94054.4,86.926
2025-01-01T01:11:00.000,94054.3,94086.3,94050.0,94074.4,41.16
2025-01-01T01:12:00.000,94074.5,94158.4,94074.4,94124.7,175.566
2025-01-01T01:13:00.000,94124.6,94138.9,94109.2,94109.3,49.972
2025-01-01T01:14:00.000,94109.2,94127.7,94109.2,94116.3,24.434
2025-01-01T01:15:00.000,94116.3,94116.4,94031.5,94037.0,67.373
2025-01-01T01:16:00.000,94037.0,94037.0,93968.1,93981.3,89.593
2025-01-01T01:17:00.000,93981.3,93981.4,93943.7,93956.0,53.759
2025-01-01T01:18:00.000,93955.9,93956.0,93944.9,93948.8,72.69
2025-01-01T01:19:00.000,93948.7,93978.2,93930.0,93955.4,117.538
2025-01-01T01:20:00.000,93955.4,93967.2,93939.0,93946.5,35.068
2025-01-01T01:21:00.000,93946.5,93952.7,93939.0,93952.7,18.575
2025-01-01T01:22:00.000,93952.6,93952.7,93946.4,93946.4,8.598
2025-01-01T01:23:00.000,93946.4,93946.5,93835.9,93835.9,133.342
2025-01-01T01:24:00.000,93835.9,93883.5,93817.0,93876.9,59.813
2025-01-01T01:25:00.000,93876.8,93910.5,93874.3,93878.0,39.801
2025-01-01T01:26:00.000,93877.9,93878.0,93849.7,93854.6,28.326
2025-01-01T01:27:00.000,93854.5,93868.0,93825.1,93851.3,42.685
2025-01-01T01:28:00.000,93851.3,93851.3,93825.2,93830.0,22.743
2025-01-01T01:29:00.000,93830.0,93830.1,93800.0,93800.0,31.499
2025-01-01T01:30:00.000,93800.0,93888.0,93796.3,93888.0,64.921
2025-01-01T01:31:00.000,93887.9,93968.8,93876.4,93900.0,87.371
2025-01-01T01:32:00.000,93900.0,93927.2,93900.0,93921.7,19.484
2025-01-01T01:33:00.000,93921.7,93928.9,93900.1,93907.8,30.376
2025-01-01T01:34:00.000,93907.7,93964.4,93900.7,93940.1,34.295
2025-01-01T01:35:00.000,93940.0,93947.2,93873.9,93874.0,51.13
2025-01-01T01:36:00.000,93874.0,93924.0,93873.9,93924.0,20.609
2025-01-01T01:37:00.000,93923.9,93933.9,93898.2,93907.3,36.363
2025-01-01T01:38:00.000,93907.4,93912.4,93907.3,93909.6,15.676
2025-01-01T01:39:00.000,93909.6,93909.8,93885.1,93886.9,23.48
2025-01-01T01:40:00.000,93886.9,93917.1,93885.0,93917.1,13.509
2025-01-01T01:41:00.000,93917.1,93951.3,93903.0,93927.1,32.145
2025-01-01T01:42:00.000,93927.1,93927.2,93914.9,93914.9,17.982
2025-01-01T01:43:00.000,93914.8,93944.5,93914.8,93935.9,9.143
2025-01-01T01:44:00.000,93935.9,93936.0,93892.1,93892.1,20.335
2025-01-01T01:45:00.000,93892.2,93907.7,93892.1,93907.7,19.741
2025-01-01T01:46:00.000,93907.7,93931.8,93897.2,93908.3,18.126
2025-01-01T01:47:00.000,93908.4,93917.1,93822.9,93828.6,43.86
2025-01-01T01:48:00.000,93828.6,93835.4,93777.1,93800.1,115.968
2025-01-01T01:49:00.000,93800.0,93829.8,93800.0,93829.8,25.834
2025-01-01T01:50:00.000,93829.8,93829.8,93718.0,93718.0,92.897
2025-01-01T01:51:00.000,93718.1,93724.7,93675.0,93688.5,99.529
2025-01-01T01:52:00.000,93688.5,93697.9,93545.0,93607.6,252.932
2025-01-01T01:53:00.000,93607.6,93668.5,93607.5,93668.4,49.627
2025-01-01T01:54:00.000,93668.4,93668.4,93593.6,93602.7,78.384
2025-01-01T01:55:00.000,93602.6,93621.2,93588.9,93598.4,54.866
2025-01-01T01:56:00.000,93598.3,93598.4,93566.6,93571.2,41.021
2025-01-01T01:57:00.000,93571.2,93599.0,93566.6,93597.6,40.935
2025-01-01T01:58:00.000,93598.0,93600.0,93584.1,93592.3,37.031
2025-01-01T01:59:00.000,93592.3,93592.4,93580.0,93588.0,46.57
2025-01-01T02:00:00.000,93587.9,93640.4,93561.8,93640.4,85.239
2025-01-01T02:01:00.000,93640.4,93667.0,93634.4,93666.9,78.709
2025-01-01T02:02:00.000,93666.9,93687.3,93639.8,93650.3,44.708
2025-01-01T02:03:00.000,93650.4,93754.4,93650.3,93751.3,85.026
2025-01-01T02:04:00.000,93751.2,93753.3,93717.2,93724.7,27.402
2025-01-01T02:05:00.000,93724.7,93760.4,93721.1,93727.9,33.199
2025-01-01T02:06:00.000,93727.9,93743.5,93720.3,93726.9,34.082
2025-01-01T02:07:00.000,93726.8,93726.9,93677.5,93677.5,96.625
2025-01-01T02:08:00.000,93677.5,93729.2,93641.7,93655.1,157.229
2025-01-01T02:09:00.000,93655.1,93666.4,93641.4,93660.6,40.915
2025-01-01T02:10:00.000,93660.5,93731.6,93642.3,93731.6,28.757
2025-01-01T02:11:00.000,93731.5,93784.5,93724.5,93731.6,40.794
2025-01-01T02:12:00.000,93731.5,93738.8,93718.8,93718.9,9.723
2025-01-01T02:13:00.000,93719.0,93767.7,93718.9,93733.8,54.811
2025-01-01T02:14:00.000,93733.7,93768.0,93733.7,93768.0,15.616
2025-01-01T02:15:00.000,93767.9,93771.4,93717.1,93726.4,28.151
2025-01-01T02:16:00.000,93726.4,93744.8,93717.1,93730.1,19.249
2025-01-01T02:17:00.000,93730.1,93755.9,93656.9,93678.9,114.856
2025-01-01T02:18:00.000,93679.0,93706.3,93670.5,93706.2,11.825
2025-01-01T02:19:00.000,93706.3,93737.9,93700.0,93735.9,31.439
2025-01-01T02:20:00.000,93735.9,93747.8,93696.9,93696.9,29.638
2025-01-01T02:21:00.000,93697.0,93697.0,93672.9,93682.1,15.663
2025-01-01T02:22:00.000,93682.0,93695.3,93673.0,93695.2,12.167
2025-01-01T02:23:00.000,93695.2,93717.5,93686.1,93710.0,18.752
2025-01-01T02:24:00.000,93710.0,93731.1,93685.9,93685.9,17.601
2025-01-01T02:25:00.000,93685.9,93686.0,93682.6,93686.0,10.332
2025-01-01T02:26:00.000,93685.9,93687.3,93679.0,93682.6,8.785
2025-01-01T02:27:00.000,93682.6,93683.8,93679.0,93679.0,17.423
2025-01-01T02:28:00.000,93679.0,93696.8,93665.3,93696.8,40.92
2025-01-01T02:29:00.000,93696.7,93719.6,93696.6,93719.6,13.66
2025-01-01T02:30:00.000,93719.9,93782.0,93708.3,93778.9,52.773
2025-01-01T02:31:00.000,93778.8,93778.9,93724.8,93750.7,49.389
2025-01-01T02:32:00.000,93750.8,93775.1,93746.7,93753.1,32.419
2025-01-01T02:33:00.000,93753.0,93769.4,93734.5,93737.0,13.412
2025-01-01T02:34:00.000,93737.0,93762.4,93734.6,93758.6,25.112
2025-01-01T02:35:00.000,93758.5,93783.5,93745.8,93783.5,19.336
2025-01-01T02:36:00.000,93783.4,93790.4,93783.4,93785.6,13.272
2025-01-01T02:37:00.000,93785.6,93809.2,93778.6,93809.2,21.949
2025-01-01T02:38:00.000,93809.3,93866.6,93809.3,93860.8,40.526
2025-01-01T02:39:00.000,93860.8,93868.4,93830.4,93868.3,39.212
2025-01-01T02:40:00.000,93868.4,93883.8,93830.5,93882.3,90.56
2025-01-01T02:41:00.000,93882.4,93882.4,93871.0,93875.4,13.358
2025-01-01T02:42:00.000,93875.4,93875.5,93871.0,93871.0,12.704
2025-01-01T02:43:00.000,93871.1,93910.8,93871.0,93875.9,49.668
2025-01-01T02:44:00.000,93876.9,93907.3,93876.8,93907.3,14.551
2025-01-01T02:45:00.000,93907.4,93938.0,93886.8,93886.8,42.221
2025-01-01T02:46:00.000,93886.8,93932.0,93886.8,93911.0,20.629
2025-01-01T02:47:00.000,93911.0,93919.6,93911.0,93918.4,28.22
2025-01-01T02:48:00.000,93918.3,93948.5,93918.3,93927.3,20.36
2025-01-01T02:49:00.000,93927.3,93927.4,93910.0,93910.0,21.707
2025-01-01T02:50:00.000,93910.0,93949.9,93910.0,93942.9,25.813
2025-01-01T02:51:00.000,93943.0,93981.9,93936.7,93981.9,39.577
2025-01-01T02:52:00.000,93981.9,94082.4,93981.8,94049.5,104.926
2025-01-01T02:53:00.000,94049.5,94058.0,94020.0,94026.8,43.427
2025-01-01T02:54:00.000,94026.9,94029.1,94000.0,94000.1,36.565
2025-01-01T02:55:00.000,94000.0,94058.0,94000.0,94049.4,56.491
2025-01-01T02:56:00.000,94049.4,94049.4,94021.2,94044.1,37.991
2025-01-01T02:57:00.000,94044.0,94044.1,94011.0,94016.6,48.467
2025-01-01T02:58:00.000,94016.7,94044.1,94016.6,94036.2,35.489
2025-01-01T02:59:00.000,94036.2,94070.2,94036.2,94064.4,23.816
2025-01-01T03:00:00.000,94064.4,94070.2,94006.5,94006.5,121.881
2025-01-01T03:01:00.000,94006.5,94013.8,93938.4,93940.9,74.532
2025-01-01T03:02:00.000,93941.0,93969.3,93925.9,93925.9,49.575
2025-01-01T03:03:00.000,93925.9,93951.0,93925.9,93949.9,42.891
2025-01-01T03:04:00.000,93950.0,93960.0,93948.1,93952.1,24.97
2025-01-01T03:05:00.000,93952.0,93973.3,93941.5,93964.0,23.641
2025-01-01T03:06:00.000,93964.0,93964.1,93940.0,93940.1,12.046
2025-01-01T03:07:00.000,93940.1,94031.2,93928.6,93964.0,173.024
2025-01-01T03:08:00.000,93964.0,93975.7,93940.5,93940.5,15.881
2025-01-01T03:09:00.000,93940.6,93952.7,93933.6,93940.6,47.392
2025-01-01T03:10:00.000,93940.6,93944.1,93932.1,93932.1,14.572
2025-01-01T03:11:00.000,93932.1,93967.3,93932.1,93945.3,14.278
2025-01-01T03:12:00.000,93945.3,93945.3,93940.4,93940.5,14.696
2025-01-01T03:13:00.000,93940.5,93940.5,93940.0,93940.0,8.937
2025-01-01T03:14:00.000,93940.1,93949.7,93933.0,93938.2,13.344
2025-01-01T03:15:00.000,93938.2,93938.3,93903.0,93908.3,18.312
2025-01-01T03:16:00.000,93908.3,93918.5,93870.6,93870.6,52.7
2025-01-01T03:17:00.000,93870.7,93870.7,93805.0,93835.9,80.862
2025-01-01T03:18:00.000,93835.9,93837.3,93816.0,93837.2,65.028
2025-01-01T03:19:00.000,93837.2,93837.5,93818.6,93818.7,25.332
2025-01-01T03:20:00.000,93818.7,93818.7,93760.6,93777.5,92.169
2025-01-01T03:21:00.000,93777.5,93809.3,93736.1,93809.2,52.228
2025-01-01T03:22:00.000,93809.3,93831.6,93800.0,93800.0,20.263
2025-01-01T03:23:00.000,93800.0,93822.7,93800.0,93812.7,12.418
2025-01-01T03:24:00.000,93812.7,93812.8,93799.7,93808.9,24.996
2025-01-01T03:25:00.000,93808.8,93823.2,93808.8,93816.4,11.803
2025-01-01T03:26:00.000,93816.3,93832.5,93811.7,93821.2,21.652
2025-01-01T03:27:00.000,93821.2,93824.6,93801.0,93801.1,14.751
2025-01-01T03:28:00.000,93801.1,93803.3,93801.0,93803.2,9.754
2025-01-01T03:29:00.000,93803.3,93808.0,93800.0,93800.0,8.567
2025-01-01T03:30:00.000,93800.0,93828.2,93800.0,93827.2,14.962
2025-01-01T03:31:00.000,93827.1,93827.2,93806.6,93806.6,14.875
2025-01-01T03:32:00.000,93806.7,93816.7,93800.0,93807.3,30.74
2025-01-01T03:33:00.000,93807.3,93826.2,93795.9,93803.9,36.235
2025-01-01T03:34:00.000,93804.0,93813.8,93787.2,93793.2,32.667
2025-01-01T03:35:00.000,93793.2,93798.1,93793.2,93793.2,15.016
2025-01-01T03:36:00.000,93793.2,93793.3,93769.3,93769.3,11.962
2025-01-01T03:37:00.000,93769.3,93780.0,93768.0,93773.9,15.21
2025-01-01T03:38:00.000,93773.9,93788.9,93773.8,93788.7,21.258
2025-01-01T03:39:00.000,93788.7,93830.8,93788.7,93830.8,26.29
2025-01-01T03:40:00.000,93830.8,93830.8,93809.3,93814.0,24.75
2025-01-01T03:41:00.000,93814.1,93827.9,93807.9,93808.0,34.446
2025-01-01T03:42:00.000,93807.9,93817.0,93807.9,93816.8,28.652
2025-01-01T03:43:00.000,93816.8,93861.8,93816.8,93861.8,39.818
2025-01-01T03:44:00.000,93861.8,93861.8,93821.5,93821.6,22.394
2025-01-01T03:45:00.000,93821.6,93839.6,93800.0,93835.3,75.164
2025-01-01T03:46:00.000,93835.3,93835.4,93824.5,93831.0,9.043
2025-01-01T03:47:00.000,93831.0,93850.6,93722.8,93727.5,103.865
2025-01-01T03:48:00.000,93727.5,93727.6,93700.0,93701.7,47.333
2025-01-01T03:49:00.000,93701.8,93760.0,93692.6,93759.9,34.669
2025-01-01T03:50:00.000,93759.9,93790.9,93753.2,93778.8,23.98
2025-01-01T03:51:00.000,93778.8,93785.8,93761.7,93766.9,14.467
2025-01-01T03:52:00.000,93766.9,93781.0,93766.9,93780.9,7.453
2025-01-01T03:53:00.000,93780.9,93781.0,93777.7,93779.4,8.615
2025-01-01T03:54:00.000,93779.4,93780.0,93777.7,93777.7,12.442
2025-01-01T03:55:00.000,93777.8,93777.8,93774.4,93777.7,13.133
2025-01-01T03:56:00.000,93777.6,93805.6,93772.0,93805.6,15.718
2025-01-01T03:57:00.000,93805.5,93815.0,93805.5,93815.0,15.835
2025-01-01T03:58:00.000,93815.0,93815.0,93810.0,93810.1,6.619
2025-01-01T03:59:00.000,93810.0,93810.1,93810.0,93810.0,8.604
2025-01-01T04:00:00.000,93810.0,93810.1,93761.6,93761.7,40.691
2025-01-01T04:01:00.000,93761.7,93761.7,93723.0,93723.0,23.463
2025-01-01T04:02:00.000,93723.0,93729.4,93703.9,93723.0,41.265
2025-01-01T04:03:00.000,93722.9,93723.0,93717.1,93722.2,24.945
2025-01-01T04:04:00.000,93722.2,93777.0,93719.4,93775.9,58.076
2025-01-01T04:05:00.000,93775.9,93776.0,93770.0,93770.0,20.53
2025-01-01T04:06:00.000,93770.0,93770.1,93743.5,93750.4,120.417
2025-01-01T04:07:00.000,93750.4,93750.5,93730.4,93736.9,24.993
2025-01-01T04:08:00.000,93736.8,93743.4,93720.4,93728.4,27.705
2025-01-01T04:09:00.000,93728.5,93728.5,93686.6,93698.2,59.164
2025-01-01T04:10:00.000,93698.3,93700.0,93653.6,93682.8,122.128
2025-01-01T04:11:00.000,93682.8,93685.1,93655.7,93670.8,62.712
2025-01-01T04:12:00.000,93670.8,93670.9,93652.0,93652.1,33.563
2025-01-01T04:13:00.000,93652.0,93687.8,93652.0,93687.7,46.421
2025-01-01T04:14:00.000,93687.7,93694.9,93671.8,93686.5,39.325
2025-01-01T04:15:00.000,93686.4,93686.5,93662.6,93662.6,9.771
2025-01-01T04:16:00.000,93662.6,93694.0,93662.6,93688.0,34.38
2025-01-01T04:17:00.000,93688.0,93688.1,93645.0,93645.1,36.847
2025-01-01T04:18:00.000,93645.0,93667.8,93640.3,93667.8,32.69
2025-01-01T04:19:00.000,93667.7,93681.8,93667.7,93681.8,26.592
2025-01-01T04:20:00.000,93681.8,93750.0,93676.5,93729.6,81.882
2025-01-01T04:21:00.000,93729.5,93729.6,93691.8,93691.8,14.727
2025-01-01T04:22:00.000,93691.9,93710.2,93691.8,93710.0,14.222
2025-01-01T04:23:00.000,93710.0,93710.0,93660.0,93663.1,35.105
2025-01-01T04:24:00.000,93663.1,93676.1,93660.0,93670.0,44.558
2025-01-01T04:25:00.000,93670.0,93670.1,93667.1,93667.2,11.622
2025-01-01T04:26:00.000,93667.1,93678.2,93667.1,93678.2,16.281
2025-01-01T04:27:00.000,93678.1,93721.7,93678.1,93721.6,13.599
2025-01-01T04:28:00.000,93721.6,93721.8,93714.4,93714.4,21.533
2025-01-01T04:29:00.000,93714.4,93714.5,93704.1,93710.3,11.964
2025-01-01T04:30:00.000,93710.3,93710.3,93684.9,93708.5,17.187
2025-01-01T04:31:00.000,93708.5,93708.6,93696.6,93703.5,21.874
2025-01-01T04:32:00.000,93703.5,93703.6,93699.0,93699.0,8.325
2025-01-01T04:33:00.000,93699.0,93699.1,93675.0,93675.1,35.54
2025-01-01T04:34:00.000,93675.0,93675.1,93640.7,93658.0,65.238
2025-01-01T04:35:00.000,93658.1,93658.1,93629.2,93647.4,49.083
2025-01-01T04:36:00.000,93647.3,93651.0,93594.9,93596.8,114.474
2025-01-01T04:37:00.000,93596.8,93616.2,93589.0,93608.7,44.2
2025-01-01T04:38:00.000,93608.7,93623.2,93594.8,93623.2,34.959
2025-01-01T04:39:00.000,93623.1,93623.2,93599.9,93599.9,29.554
2025-01-01T04:40:00.000,93600.0,93619.2,93595.2,93612.3,33.482
2025-01-01T04:41:00.000,93612.3,93612.4,93607.2,93612.2,11.601
2025-01-01T04:42:00.000,93612.2,93620.6,93612.1,93620.6,22.09
2025-01-01T04:43:00.000,93620.5,93620.6,93613.6,93613.7,18.012
2025-01-01T04:44:00.000,93613.7,93613.7,93613.6,93613.6,6.854
2025-01-01T04:45:00.000,93613.7,93639.7,93613.7,93635.1,62.357
2025-01-01T04:46:00.000,93635.2,93652.1,93620.9,93620.9,33.447
2025-01-01T04:47:00.000,93621.0,93621.0,93579.1,93604.7,57.354
2025-01-01T04:48:00.000,93604.6,93604.7,93590.1,93590.1,14.921
2025-01-01T04:49:00.000,93590.2,93620.5,93590.2,93605.4,33.544
2025-01-01T04:50:00.000,93605.4,93607.1,93595.9,93607.0,8.509
2025-01-01T04:51:00.000,93607.1,93625.9,93607.0,93625.8,18.101
2025-01-01T04:52:00.000,93625.8,93650.5,93625.8,93650.4,35.775
2025-01-01T04:53:00.000,93650.5,93652.5,93625.7,93625.7,18.915
2025-01-01T04:54:00.000,93625.7,93625.9,93617.1,93618.3,15.551
2025-01-01T04:55:00.000,93618.3,93630.0,93617.4,93629.9,12.735
2025-01-01T04:56:00.000,93629.9,93653.0,93629.9,93652.9,15.456
2025-01-01T04:57:00.000,93652.9,93653.0,93643.2,93652.7,18.953
2025-01-01T04:58:00.000,93652.9,93653.0,93572.8,93572.9,52.591
2025-01-01T04:59:00.000,93572.8,93579.6,93502.0,93545.0,179.763
2025-01-01T05:00:00.000,93544.9,93544.9,93520.3,93544.9,99.169
2025-01-01T05:01:00.000,93544.9,93569.5,93544.9,93560.1,68.2
2025-01-01T05:02:00.000,93560.2,93573.0,93560.1,93560.1,24.407
2025-01-01T05:03:00.000,93560.2,93574.0,93560.1,93567.4,16.53
2025-01-01T05:04:00.000,93567.4,93569.5,93567.3,93567.4,27.107
2025-01-01T05:05:00.000,93567.3,93584.2,93567.3,93584.2,17.863
2025-01-01T05:06:00.000,93584.1,93598.3,93584.1,93598.2,27.768
2025-01-01T05:07:00.000,93598.2,93603.9,93578.3,93578.3,39.619
2025-01-01T05:08:00.000,93578.4,93582.8,93566.4,93566.4,22.426
2025-01-01T05:09:00.000,93566.4,93574.2,93560.0,93560.0,34.744
2025-01-01T05:10:00.000,93560.0,93571.3,93560.0,93571.2,11.436
2025-01-01T05:11:00.000,93571.2,93582.7,93571.2,93582.7,14.807
2025-01-01T05:12:00.000,93582.7,93630.5,93582.6,93630.5,26.326
2025-01-01T05:13:00.000,93630.4,93647.9,93630.4,93647.8,43.198
2025-01-01T05:14:00.000,93647.9,93660.0,93606.4,93612.7,68.413
2025-01-01T05:15:00.000,93612.7,93612.8,93591.2,93600.1,32.906
2025-01-01T05:16:00.000,93600.1,93632.4,93600.0,93630.0,41.905
2025-01-01T05:17:00.000,93630.0,93641.8,93625.3,93641.8,43.415
2025-01-01T05:18:00.000,93641.7,93641.8,93624.4,93639.4,21.387
2025-01-01T05:19:00.000,93639.3,93660.0,93639.3,93660.0,37.831
2025-01-01T05:20:00.000,93659.9,93715.7,93659.9,93715.6,124.955
2025-01-01T05:21:00.000,93715.7,93736.6,93674.9,93674.9,82.112
2025-01-01T05:22:00.000,93674.9,93683.9,93674.9,93675.1,14.65
2025-01-01T05:23:00.000,93675.0,93706.0,93675.0,93694.3,18.45
2025-01-01T05:24:00.000,93694.3,93720.0,93694.2,93700.0,23.955
2025-01-01T05:25:00.000,93700.0,93713.5,93700.0,93713.5,18.731
2025-01-01T05:26:00.000,93713.5,93761.8,93713.2,93761.8,57.444
2025-01-01T05:27:00.000,93761.7,93815.2,93758.7,93815.2,212.998
2025-01-01T05:28:00.000,93815.1,93864.2,93800.2,93864.1,130.045
2025-01-01T05:29:00.000,93864.2,93912.3,93860.0,93866.8,291.739
2025-01-01T05:30:00.000,93866.7,93914.7,93861.2,93863.5,55.214
2025-01-01T05:31:00.000,93863.5,93872.5,93852.0,93852.0,28.217
2025-01-01T05:32:00.000,93852.0,93852.1,93840.0,93840.0,20.206
2025-01-01T05:33:00.000,93840.0,93840.1,93837.3,93837.3,21.663
2025-01-01T05:34:00.000,93837.3,93837.4,93805.1,93805.1,74.043
2025-01-01T05:35:00.000,93805.1,93838.0,93799.7,93816.1,53.677
2025-01-01T05:36:00.000,93816.0,93837.8,93816.0,93832.0,25.796
2025-01-01T05:37:00.000,93831.9,93839.8,93831.9,93839.8,24.156
2025-01-01T05:38:00.000,93839.7,93839.8,93823.3,93826.9,24.312
2025-01-01T05:39:00.000,93827.0,93827.0,93782.8,93782.8,40.507
2025-01-01T05:40:00.000,93782.8,93782.9,93763.6,93776.2,31.373
2025-01-01T05:41:00.000,93776.2,93778.6,93776.2,93778.0,13.326
2025-01-01T05:42:00.000,93778.0,93823.0,93778.0,93823.0,34.632
2025-01-01T05:43:00.000,93823.0,93850.0,93823.0,93849.9,21.814
2025-01-01T05:44:00.000,93849.9,93849.9,93823.0,93826.1,20.433
2025-01-01T05:45:00.000,93826.1,93837.0,93818.0,93836.1,22.901
2025-01-01T05:46:00.000,93836.0,93836.1,93800.3,93800.3,32.079
2025-01-01T05:47:00.000,93800.4,93807.9,93800.3,93806.2,9.37
2025-01-01T05:48:00.000,93806.3,93815.0,93806.2,93806.2,20.153
2025-01-01T05:49:00.000,93806.3,93815.2,93800.0,93813.7,19.562
2025-01-01T05:50:00.000,93813.8,93813.8,93778.0,93778.0,29.954
2025-01-01T05:51:00.000,93778.1,93778.1,93769.2,93776.3,15.259
2025-01-01T05:52:00.000,93776.2,93776.3,93774.0,93774.0,17.242
2025-01-01T05:53:00.000,93774.0,93774.1,93769.1,93769.1,26.102
2025-01-01T05:54:00.000,93769.1,93798.6,93765.1,93767.6,36.394
2025-01-01T05:55:00.000,93767.5,93767.6,93754.4,93757.2,17.928
2025-01-01T05:56:00.000,93757.3,93757.3,93754.4,93757.2,17.437
2025-01-01T05:57:00.000,93757.3,93762.2,93754.4,93762.1,20.904
