timestamp_utc,batch_id,status,timeframes,evaluated_count,promoted_count,summary_path,details_path,rss_log_path,fail_analysis_path,memory_evidence_path,notes
2026-03-17T12:10:40.813969+00:00,15m,completed,15m,27,0,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_suite_summary_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_candidate_details_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_rss_latest.jsonl,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_fail_analysis_latest.json,/home/hoky/Quants-agent/LuminaQuant/var/reports/exact_window_backtests/exact_window_memory_evidence_latest.json,
